populations.8,full,Id,Bamberg,species,CLONE,continent,region,status
8,PI_664475_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_664475,4,tbradg,CHIQUILLA PITIQUINA,South American ,peru,landrace
8,PI_664476_S27_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_664476,4,tbradg,AMBAR,South American ,peru,landrace
6,PI_665406_S1_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_665406,4,tbr,OLALLA,europe,spain,cultivated
12,PI_665407_S9_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_665407,4,tbradg,YEMA DE HUEVO,South American ,colombia,landrace
6,PI_666142_S41_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_666142,4,tbr,MYATTS ASHLEAF,europe,UK,cultivated
6,PI_666963_S16_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_666963,4,tbr,SANTE,europe,netherlands,cultivated
20,PI_666964_S20_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_666964,4,tbr,SAIKAI 35,asia,japan,cultivated
10,PI_669829_S39_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_669829,4,tbradg,HUAYCU,South American ,bolivia,landrace
20,PI_672073_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_672073,4,tbr,IGOROTA - LBR1-5,asia,philippines,cultivated
1,PI_673449_S60_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_673449,4,tbr,ERAMOSA,North America,canada,cultivated
1,PI_673450_S44_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_673450,4,tbr,ELMER'S BLUE,North American,canada,cultivated
